formula,target
Al1 Au1 S1 O2,1.64
Ba1 Cd1 N1 O2,1.12
Al1 Pt1 N2 O1,1.42
Sr1 Hf1 N1 O2,0.24
La1 B1 O2 F1,0.86
Cs1 Cd1 N2 O1,3.42
Mn1 Si1 N2 O1,1.88
Ti1 Sb1 N1 O1 F1,1.58
Tl1 Pt1 O2 F1,0.98
Zn1 Ru1 O3,1
Sb1 Os1 N1 O1 F1,1.28
Cs1 Pt1 O3,3.02
Rb1 Zn1 N2 O1,2.32
B1 Te1 O3,1.42
Zr1 W1 N1 O2,0.82
Re1 B1 S1 O2,1.68
Be1 Ru1 N1 O1 F1,1.7
Hf1 Mn1 S1 O2,1.12
Ca1 Mn1 N2 O1,1.04
Zr1 Au1 N1 O1 F1,1.64
Y1 Os1 S1 O2,1.18
Sn1 Hg1 N1 O1 F1,1.5
Hf1 Os1 N1 O2,1.16
Na1 Te1 N1 O2,2.34
Rb1 Mo1 O2 F1,0.3
Li1 Ta1 O3,-0.32
Nb1 Pd1 S1 O2,0.52
Rb1 Ti1 N1 O1 F1,3.56
Ca1 Os1 N1 O1 F1,3.04
Cs1 Pb1 N2 O1,2.34
Hg2 N1 O2,2.16
Ti1 Cr1 N1 O1 F1,1.12
Rb1 Pt1 N1 O1 F1,1.44
Al1 Re1 O3,1.24
Ni1 Ag1 O3,1.5
Ta1 Ni1 N2 O1,0.56
Hg1 Pb1 O3,1.2
Ba1 Sc1 N2 O1,2.92
Cs1 Ir1 O2 F1,3.48
Ba1 Sr1 N1 O1 F1,1.68
Sb1 Pt1 O3,1.42
Al1 Au1 O3,1.28
Cu1 B1 S1 O2,1.9
Ba1 Si1 N2 O1,1.12
Sc1 Cu1 N1 O1 F1,1.38
Mn1 Ir1 S1 O2,1.18
Na1 La1 O2 F1,0.62
B1 Pd1 N1 O2,2.48
Al1 Bi1 N2 O1,1.7
Sc1 Cd1 N2 O1,1.66
Ag1 Ir1 S1 O2,1.24
Sb1 Rh1 O2 F1,1.12
Tl1 Mo1 N1 O1 F1,0.48
Ba1 Os1 N1 O1 F1,3.44
Ga1 Sn1 N1 O1 F1,0.88
Y1 Tl1 N2 O1,2
Bi1 Os1 O3,1.06
Ta1 Rh1 N2 O1,0.56
Zn1 Cu1 S1 O2,1.08
Ni1 As1 N2 O1,1.34
Zn1 Pd1 N1 O2,1.5
Ru2 N1 O1 F1,1.44
Al1 Ge1 N1 O2,0.9
Ca1 Sc1 N2 O1,2
Rh1 Pb1 N3,1.92
Hf1 Pb1 O3,1.42
Sr1 Ca1 N1 O1 F1,1.5
Tl1 Fe1 N1 O1 F1,1.88
Bi1 Te1 N3,2.26
K1 Pt1 O3,1.08
Ge1 Os1 S1 O2,1.02
Hf1 Al1 O2 F1,0.64
Mo1 Pt1 N1 O2,1.24
Li1 Mn1 N1 O1 F1,1.06
Ir1 Rh1 N1 O2,1.82
Ga1 B1 N3,3.18
La1 W1 N1 O1 F1,0.86
Re1 Ni1 N1 O1 F1,1
Ca1 Be1 O3,0.98
Cs1 Hg1 N3,3.8
Ti1 Hg1 N1 O2,0.98
Rb1 Y1 S1 O2,1.26
Y1 Mo1 S1 O2,1.12
La1 Co1 N1 O1 F1,0.74
In1 Ni1 O3,1.14
Y1 Zn1 S1 O2,0.98
Sn1 Ir1 O2 F1,1.06
Cr1 B1 N3,1.72
Fe1 Ru1 N1 O2,1.16
Fe1 Rh1 N2 O1,1.38
Sc1 In1 O2 F1,1.14
Sr1 Li1 N3,3.48
Tl1 Ru1 N1 O2,2.46
Na1 V1 O2 F1,2.18
Hf1 Pb1 N1 O2,0.64
Re1 Rh1 N1 O1 F1,1.06
Y1 Rh1 N1 O1 F1,1.4
Ni1 Ir1 N1 O2,1.74
Cu1 Hg1 O2 F1,1.04
In1 Re1 N1 O2,2.22
Y1 Mn1 S1 O2,0.82
Zr1 Mo1 N1 O1 F1,1.02
Cs1 Rh1 O3,2.84
Fe1 B1 N2 O1,1.58
Cs1 Hf1 N3,3.92
Cd1 Ir1 N1 O2,1.28
B1 Ir1 N2 O1,1.7
K1 Ca1 N1 O2,1.7
Sn1 Ru1 N1 O2,1.2
Cd1 As1 O2 F1,1.52
In1 Bi1 O2 F1,0.58
Cs1 Pd1 N1 O1 F1,1.48
V1 Ni1 O3,0.8
Nb1 In1 N1 O1 F1,0.42
Ga1 Ru1 N1 O2,1.22
Ga1 Rh1 N2 O1,1.64
Zr1 Co1 S1 O2,1.02
Li1 Sb1 S1 O2,1.44
Li1 Tl1 N2 O1,2.66
Hf1 Mg1 N1 O2,0.78
Al1 Co1 N1 O1 F1,1.72
Zn1 W1 O2 F1,0.62
Ca1 Pt1 N3,1.96
Na1 Al1 N2 O1,1.8
K1 Ba1 N1 O2,1.58
Cd1 Re1 N1 O1 F1,0.78
Cu1 Re1 N2 O1,0.88
Mn1 V1 S1 O2,0.82
Te1 As1 N2 O1,1.24
Sc1 Co1 N3,1.5
La1 Hf1 O2 F1,0.56
As1 Pd1 O2 F1,1.02
Ti1 Bi1 N1 O2,1.46
Mn1 Au1 N2 O1,1.38
Ni1 W1 O3,1.58
Rb1 Re1 N1 O2,3.68
Cr1 As1 N3,1.46
Rb1 La1 N1 O2,1.1
Re1 As1 S1 O2,1.44
La1 Bi1 O3,0.66
Hf1 In1 N2 O1,0.88
Tl1 Ga1 N1 O1 F1,1.58
Li1 Co1 N3,1.92
Y1 Sn1 N2 O1,1
Cd1 Te1 N1 O1 F1,1.66
Re1 W1 O2 F1,1.48
Hf1 Bi1 S1 O2,0.7
Be1 W1 S1 O2,1.16
Sc1 Rh1 N2 O1,1.32
Hf1 Sn1 N3,1.68
Sn1 Rh1 O3,1.22
Ga1 As1 N3,2.04
Rb1 Sc1 O2 F1,2.66
Fe1 Sn1 N1 O1 F1,1.18
Y1 Mg1 N2 O1,2.1
Ga1 Au1 O2 F1,0.94
Nb1 Al1 O3,0.62
Al1 Tl1 N3,1.8
Re1 Sb1 N1 O2,1.84
Sc1 Ni1 N2 O1,1.44
La1 Bi1 N2 O1,1.02
Cr1 Cd1 S1 O2,1.9
Na1 Ru1 O3,2.58
Ba1 Na1 N1 O1 F1,1.86
Tl1 Pd1 N3,2.88
Y1 Zr1 O2 F1,1.1
Sn1 Hg1 N3,1.9
Ta1 Cu1 N1 O1 F1,0.32
Ta1 Cd1 N2 O1,0.66
Sc1 Sb1 O2 F1,1.48
Ca1 Rh1 N3,1.94
Ca1 Hf1 O3,1.2
Li1 Ge1 N1 O1 F1,1.78
Cs1 Rh1 N2 O1,2.72
La1 Ru1 S1 O2,1.1
Sc1 As1 N3,2.12
Ti1 W1 N1 O2,0.84
Zr1 Te1 S1 O2,0.82
Hf1 Mg1 N3,1.56
Mn1 Be1 N2 O1,1.38
Ta1 Ir1 O2 F1,0.72
Zn1 B1 N1 O1 F1,1.42
Be1 Te1 N3,2.02
Na1 Mo1 N1 O2,0.16
K1 Nb1 N2 O1,1.1
Na1 Hf1 O2 F1,2.02
Ca1 Hg1 O3,1.74
Na1 B1 N1 O2,1.54
Sc1 Cr1 O2 F1,0.7
Zr1 Cr1 N1 O1 F1,0.9
Zr1 Re1 O3,1
Cu1 W1 O2 F1,1.88
Ca1 Bi1 O3,0.68
Ni1 Mo1 N3,1.4
Cr1 Re1 N1 O2,1.5
Co1 Re1 N2 O1,1.32
La1 Au1 S1 O2,1.08
Cs1 Ni1 N2 O1,4.08
Bi1 Au1 O2 F1,1.4
Be1 Ga1 O2 F1,1.04
Rb1 Sn1 S1 O2,1.12
Hg1 W1 N1 O2,2.76
Be1 Ga1 N1 O2,1.7
Ti1 In1 N1 O1 F1,1.62
Cs1 Ir1 S1 O2,1.52
Ca1 Mg1 N1 O1 F1,1.94
Zn1 Cr1 N3,1.72
Mn1 Pb1 N2 O1,1.58
Co1 Au1 N1 O2,1.98
Ag1 Pb1 N2 O1,2.14
Cd1 Cu1 N1 O1 F1,1.28
Cu2 N2 O1,2.2
Ta1 Ni1 S1 O2,1.42
K1 Ru1 S1 O2,3.72
Sr1 Al1 O3,0.22
Cr1 Co1 N3,0.94
Zr1 As1 N2 O1,1
Ga1 Pt1 S1 O2,1.24
Ru1 Ir1 N3,1.58
Ga1 Co1 N3,2.3
Sn1 Pt1 O3,1.42
La1 Pt1 O2 F1,1.62
La1 Si1 N3,0.52
K1 Hf1 N1 O1 F1,0.78
Ba1 Mg1 N1 O1 F1,2.22
Cs1 Zn1 N3,2.66
Fe1 Pt1 N3,1.66
Ti1 Hg1 N3,2.86
Ni1 B1 O3,1.44
In1 Ni1 N3,1.58
Mn1 Re1 O3,1.36
Zn1 Fe1 N3,1.36
K1 Ti1 N2 O1,2.46
Ti1 V1 N1 O2,1.02
Cs1 Sc1 N3,3.76
Ti1 Ag1 S1 O2,0.68
Mn1 Ge1 N2 O1,1.28
Be1 Ru1 O2 F1,1.4
Hg1 Rh1 N1 O2,2.6
Ag1 Ge1 N2 O1,1.5
Ti1 Mn1 S1 O2,0.52
Fe1 W1 N2 O1,0.86
Rb1 Mo1 N1 O1 F1,0.7
Bi1 Pd1 S1 O2,0.98
In1 Sb1 N1 O2,0.72
Bi1 Mo1 O3,0.54
Rb1 Ti1 O2 F1,3.12
Si2 S1 O2,1.16
Sn1 Hg1 O2 F1,1.14
Ba1 Nb1 S1 O2,2.66
Zr1 Au1 O2 F1,2.3
Ba1 Li1 N3,3.42
Mn1 Fe1 N2 O1,1.02
Cs1 Sb1 N3,3.7
Cs1 Cu1 O2 F1,2.52
Sr1 As1 N2 O1,3.1
Mg1 Pt1 N2 O1,2.6
La1 B1 N1 O1 F1,0.98
Fe1 Ag1 N2 O1,1.52
Y1 Nb1 O3,0.38
Hf1 Si1 N2 O1,0.72
Sc1 Ir1 N1 O1 F1,2.02
Ag1 Pd1 O2 F1,1.14
In1 Pb1 N2 O1,1.46
Mn1 Pd1 O2 F1,1.3
Ca1 Si1 S1 O2,0.78
Ni1 Hg1 N1 O2,2.56
Sb1 Os1 O2 F1,1.38
Tl1 Pt1 N1 O1 F1,1.2
Ca1 Nb1 S1 O2,1.22
Hf1 Re1 N2 O1,0.84
K1 Ag1 O3,1.56
Ta1 Hg1 N2 O1,0.84
In1 As1 S1 O2,0.82
Hf1 Ag1 O3,0.72
Ti1 Sb1 O2 F1,1.28
Bi1 As1 N2 O1,0.96
Rb1 In1 N1 O2,2.62
Cu1 Ni1 O2 F1,1.36
Hg1 Ir1 N1 O2,1.46
Cs1 W1 N2 O1,2.62
Sc1 Pb1 O3,1.6
Cr1 Pb1 O3,0.14
Ti1 Sn1 O2 F1,0.32
Y1 Zr1 O3,0.68
Na1 Y1 O2 F1,0.64
Zn1 Os1 O3,1.64
Ge1 Rh1 S1 O2,1.04
Rb1 Mg1 N2 O1,3.96
Ti1 Rh1 N1 O2,0.88
Mn1 Hg1 S1 O2,1.18
Ba1 Pb1 O2 F1,1.1
Ga1 Pb1 O3,0.52
Ca1 Al1 N1 O2,1.62
Pt2 N1 O2,1.82
Na1 As1 N1 O2,2.5
Ca1 Ga1 N1 O1 F1,0.76
Ag1 Hg1 S1 O2,1.86
Al1 Ge1 O3,1.2
Sb1 Pb1 O3,0.96
K1 Rh1 O3,0.88
Ti1 Ni1 N1 O2,0.7
Re1 Hg1 N1 O1 F1,0.68
Y1 Os1 N1 O1 F1,1.36
Ga1 Si1 N1 O1 F1,1.62
Nb1 Re1 N1 O1 F1,1.46
Cu1 Sn1 N1 O2,1.24
Sn1 Pd1 S1 O2,1.1
Re1 Bi1 O2 F1,1.86
V1 Au1 S1 O2,0.74
Ca1 Pb1 O2 F1,0.78
Be1 Pt1 S1 O2,1.6
Zn1 Ge1 N1 O1 F1,1.3
Zn1 Si1 N3,1.4
Fe1 Os1 N2 O1,1.42
K1 Co1 N1 O1 F1,1.16
Ba1 Al1 N1 O2,1.94
Hg1 Ge1 O3,1.56
Sc1 Bi1 N1 O2,1.74
La1 Fe1 N3,0.6
Cu1 Rh1 O2 F1,1.44
Tl1 Au1 O3,2.08
Fe1 Au1 O3,1.68
Mg1 Sb1 N2 O1,1.42
Na1 Cd1 N3,2.42
Na1 V1 N1 O1 F1,2.74
Sc1 Pb1 O3,0.6
Li1 Zr1 N1 O2,0.9
Re1 Rh1 O2 F1,1.08
V2 O3,0.18
Sc1 In1 N1 O1 F1,1.12
Zr1 B1 N1 O2,0.96
Fe1 Mo1 S1 O2,0.9
Sr1 In1 N2 O1,1.68
Tl1 Sb1 N2 O1,1.72
Zr1 Mo1 O2 F1,0.96
Re1 Sn1 N1 O2,0.5
Tl2 S1 O2,1.36
Hf1 Zr1 S1 O2,0.8
Zr1 Cu1 N3,1.8
Cs1 Ag1 N2 O1,2.62
Sc1 W1 N2 O1,1.02
Y1 Rh1 O2 F1,1.34
Ni1 Te1 N2 O1,1.22
Cu1 Hg1 N1 O1 F1,1.3
Li1 Mn1 O2 F1,0.38
Ru1 Pt1 S1 O2,1.42
La1 W1 O2 F1,1.02
Ti1 Te1 O3,0.8
Ir1 Rh1 N3,1.7
Te1 Pd1 N3,2.12
Ge1 Pt1 N2 O1,1.4
Hf1 Al1 N1 O1 F1,1.02
Mg1 Cr1 N2 O1,1.06
Mg1 Co1 N1 O2,1.02
Ta1 Ga1 N1 O2,0.86
In1 Os1 N2 O1,1.58
Sn1 Ir1 N1 O1 F1,1.18
Ca1 Te1 N3,1.6
Mn1 Mo1 N1 O2,1.06
La1 Co1 O2 F1,0.5
Re1 Ni1 O2 F1,1
Ga1 Sn1 O2 F1,0.48
Ba1 Os1 O2 F1,3.08
Co1 Bi1 S1 O2,0.82
Cr1 In1 N1 O2,0.56
In1 Co1 N2 O1,1.28
Al1 Ga1 O3,0.78
Sc1 Sb1 N3,1.36
Pd1 Au1 N2 O1,2.06
B1 Pb1 S1 O2,1.26
Tl1 Mo1 O2 F1,0.2
Sb1 Rh1 N1 O1 F1,1.3
Zr1 Ta1 N2 O1,0.64
Tl1 Fe1 O2 F1,2
Sr1 Ca1 O2 F1,0.6
Mg1 Ge1 N1 O2,1.58
Mn1 Cu1 N3,1.26
Ba1 Mn1 S1 O2,0.5
Ru2 O2 F1,1.38
Mn1 Zn1 O3,1.16
Cd1 Ir1 O3,1.12
Nb1 Sn1 O3,0.14
Cu1 Te1 O3,1.5
Tl1 Zn1 N2 O1,2.02
Ca1 Os1 O2 F1,2.62
Zn1 Sb1 S1 O2,1.06
La1 Ni1 N3,2.66
Rb1 Pt1 O2 F1,1.24
Sb2 N3,1.46
Ti1 Cr1 O2 F1,0.92
Na1 La1 N1 O1 F1,1.44
Sc1 Cu1 O2 F1,0.92
Nb1 Al1 N2 O1,0.72
Rb1 Zn1 O3,1.26
Zn1 Mo1 O3,1.04
Li1 Ga1 N2 O1,1.98
Cs1 Ir1 N1 O1 F1,3.72
Hf1 Cd1 N1 O2,2.24
Ag1 Ir1 N3,1.86
Ba1 Sr1 O2 F1,0.88
Cr1 Rh1 O2 F1,1.28
Na1 Si1 N1 O1 F1,0.98
Sr1 Ge1 N2 O1,2.88
Ge1 Bi1 O3,0.58
Cu1 Os1 N3,2.04
Be1 Ru1 N1 O1 F1,2.16
Ta1 Bi1 N1 O1 F1,0.66
Hg1 As1 N1 O1 F1,0.88
Y1 Rh1 O2 F1,1.28
Bi1 W1 S1 O2,1.44
Os1 Pb1 N1 O1 F1,2.46
Zn1 Te1 O2 F1,1.12
Cr1 Sn1 S1 O2,0.58
Cs1 Ca1 N2 O1,2.9
Mg1 V1 N1 O1 F1,1.7
Sc1 Pb1 N2 O1,1.6
Al1 V1 O2 F1,0.46
Sr1 Pb1 N1 O1 F1,1.14
Hf1 Cu1 S1 O2,0.7
Fe1 Ni1 S1 O2,0.98
Zr1 Sn1 O3,1.04
Cd1 Si1 O3,0.46
Cs1 Ba1 N2 O1,2.56
Re1 Ag1 O3,2.64
Na1 Zn1 O3,2.14
Te1 Mo1 N2 O1,0.76
Sn1 Pt1 N3,1.46
Ga1 Te1 S1 O2,1
Zr1 Sc1 O2 F1,0.9
Ti1 Os1 N3,1.46
Cs1 In1 O2 F1,0.64
In1 Re1 S1 O2,0.76
V1 Mo1 N2 O1,0.62
Rb1 Sr1 O2 F1,0.94
K1 Mo1 N1 O2,1.62
Cs1 Pd1 N2 O1,2.76
Re1 Bi1 N2 O1,0.7
Rb1 V1 N2 O1,1.32
Rb1 K1 N1 O2,2.24
Os1 Pd1 O3,2.08
Be1 Tl1 N1 O2,2.96
Hf1 Ga1 N3,1.48
Ta1 W1 N1 O1 F1,1.18
Mg1 Be1 O3,2.16
Zn1 As1 N1 O1 F1,1.52
Ca1 Sn1 N1 O2,0.7
Cr1 Ag1 O2 F1,0.46
Co1 W1 N3,0.7
Fe1 B1 N3,1.76
Mn1 Cr1 O2 F1,0.2
Sr1 Ag1 O2 F1,1.04
Ag1 Os1 O2 F1,2.28
Si1 Sn1 N1 O2,1.48
Be1 Au1 N1 O1 F1,1.84
Mn1 V1 N2 O1,0.48
K1 Mn1 N1 O2,2.84
Ru1 W1 O2 F1,1.12
Ba1 Ca1 O3,0.78
Re1 Rh1 O3,1.7
Tl1 Ni1 O2 F1,0.76
Ir1 Au1 N1 O1 F1,2.44
Ge1 B1 N3,1.86
Si1 Bi1 N3,2.22
Na1 Ga1 S1 O2,1.22
Na1 Ge1 N1 O2,2.3
Sr1 Ti1 N3,3.76
Al1 Mo1 O3,1.08
As1 Rh1 S1 O2,1.14
Nb1 Cd1 S1 O2,0.48
Pb2 N1 O1 F1,1
Co1 Ge1 S1 O2,0.9
As1 Pt1 N2 O1,1.48
Na1 Pt1 N2 O1,1.98
Y1 Hg1 N3,2.04
Mn1 Cu1 N3,1.6
V1 Zn1 N1 O2,1.6
Ti1 Co1 N2 O1,1.48
Ba1 Li1 N1 O2,1.38
Ag1 Sb1 O2 F1,0.66
Mn1 Sb1 O2 F1,1.7
Cs1 Zr1 O2 F1,3.26
Ti1 Fe1 N2 O1,0.98
Sr1 Tl1 N1 O1 F1,1.82
Ti1 Pd1 O2 F1,1.54
Sc1 Pd1 N2 O1,1.42
Rb1 Ag1 O2 F1,2.5
Y1 Ga1 N2 O1,1.9
Rb1 Mn1 O2 F1,2.28
K1 Ta1 S1 O2,0.32
Zn1 Ir1 N3,1.38
Fe1 Co1 S1 O2,0.92
Ta1 Sn1 N1 O1 F1,1.84
K1 Zn1 S1 O2,3.16
Al1 Ag1 N3,1.88
Cu1 Au1 O2 F1,1.7
Rb1 Cu1 N3,2.6
Cu1 Mo1 N3,1.66
Cs1 Nb1 N1 O2,0.5
In1 Cu1 S1 O2,1.28
Rb1 Ge1 N3,3.98
Rb1 Ni1 N1 O1 F1,1.4
Zn1 Te1 N3,2.24
Ni1 Au1 N3,1.92
Ru1 Au1 N1 O1 F1,1.18
In1 Pd1 N1 O2,1.3
Y1 Pt1 O2 F1,1.42
Cu1 Bi1 N2 O1,1.52
Fe1 Ru1 N3,1.34
Ti1 Ge1 N2 O1,0.9
Nb1 Ag1 S1 O2,1.5
Ba1 Sn1 N3,1.36
Al1 Te1 N1 O2,1.16
Ti2 S1 O2,0.56
Te1 Os1 S1 O2,1.18
Be2 N1 O1 F1,2.02
W1 Au1 N2 O1,1.86
Be1 Cr1 N3,1.6
Mn1 Pd1 O3,1.1
La1 Fe1 N1 O2,0.4
Ti1 Mn1 N3,1.42
Ni1 As1 O2 F1,0.88
Sn1 Sb1 S1 O2,0.72
Y1 Ti1 N3,2.4
Ta1 B1 O2 F1,1.54
Co1 Hg1 N2 O1,2.76
Mg1 Fe1 O2 F1,0.7
Al1 Ag1 N1 O2,2.02
K1 Be1 O2 F1,3.42
Ca1 La1 S1 O2,0.96
La1 Hf1 N2 O1,1.46
Mg1 Pd1 N2 O1,1.88
Ti1 Mo1 N3,0.98
Ca1 Zr1 N3,1.88
Sn1 As1 N1 O2,0.92
Li1 B1 N3,2.3
Rb1 Ti1 N3,1.86
La1 Si1 S1 O2,1.48
Ta1 Ti1 O3,0.64
Rb1 Sn1 S1 O2,2.58
Li1 Mo1 S1 O2,2.12
Ti1 Hg1 S1 O2,2.26
B1 Ru1 N1 O1 F1,1.7
Tl1 Au1 N1 O2,2.28
K1 Rh1 N3,4.52
V1 Os1 N2 O1,0.7
La1 Ge1 N1 O2,0.3
K1 Os1 N1 O2,3.74
Rb1 Pd1 O3,1.26
Cu1 B1 N2 O1,1.84
Cs1 Be1 N3,2.92
Mo1 Pd1 O3,1.46
Ge1 As1 O3,0.74
As1 Rh1 O2 F1,1.12
Mg1 Ge1 O2 F1,0.68
Ag1 Pb1 O2 F1,1.12
Sr1 Pt1 N1 O2,2.86
Y1 Pt1 N3,1.42
Mg1 As1 N1 O2,1.78
Cr1 Os1 N1 O1 F1,1.32
Si1 Pt1 O2 F1,1.48
Ge1 Te1 N2 O1,1.18
Y1 Os1 O3,2.14
Li1 Be1 O3,2.54
Na1 Ni1 N1 O2,1.22
Mg1 Al1 O3,0.54
Hf1 Mg1 O2 F1,1.1
Rh1 Au1 N2 O1,2.14
V1 Sn1 O3,0.12
Y1 Nb1 N2 O1,1.16
Hf1 Al1 N1 O1 F1,1.02
Ga1 Ru1 N1 O1 F1,1.4
Y1 W1 N2 O1,0.38
Cu1 Ag1 N3,2.04
Na1 Sn1 O3,0.44
Zn1 Mo1 S1 O2,1.76
Ta1 Tl1 O2 F1,2.06
Mg1 Pb1 O2 F1,1.24
La1 Ir1 N3,0.74
Nb1 Fe1 O3,0.52
Cd1 Ge1 O2 F1,1.16
Zr1 Fe1 N2 O1,0.96
V1 In1 S1 O2,0.42
La1 Al1 O3,2.02
K1 La1 S1 O2,2.2
Y1 Ta1 N1 O2,2.2
Cs1 La1 S1 O2,2.52
Mn1 Ir1 N3,1.38
Rb1 Ti1 O3,1.86
Re2 S1 O2,1.26
Tl1 In1 O3,1.38
La1 Pb1 N1 O2,0.9
Ni1 Au1 N2 O1,2.04
Y1 Zr1 N1 O1 F1,0.94
Nb1 Hg1 S1 O2,0.72
Si1 Ru1 N3,1.42
Mo1 Rh1 N1 O1 F1,1.68
K1 Ir1 O3,1.92
As1 W1 O2 F1,1.28
Be1 Os1 O3,1.5
Ta1 Ru1 O3,1.22
Rb1 Te1 O2 F1,0.56
Mn1 Sb1 N1 O2,0.7
Sr1 Ga1 S1 O2,2.08
B1 Pt1 N1 O2,1.76
Cs1 Bi1 O2 F1,2.2
Re1 Pd1 O2 F1,0.8
Cu1 Rh1 N3,2.06
Bi1 B1 N1 O1 F1,2.24
Cd1 As1 N1 O1 F1,0.88
Nb1 B1 O2 F1,1.34
Cu1 As1 N2 O1,1.26
Ga1 Fe1 N1 O2,0.96
Ge1 Pb1 N1 O1 F1,0.64
Co1 Pb1 S1 O2,1.28
Mg1 Ag1 N1 O1 F1,2.04
Ca1 Be1 O2 F1,0.68
B1 Mo1 O3,1.34
Cs1 Co1 N1 O2,2.1
Ti1 Pb1 N2 O1,1.68
Ta1 Ge1 N3,1.06
Tl1 Mo1 N2 O1,1.9
Rb1 Cd1 N2 O1,2.36
Zr1 Sb1 O2 F1,0.66
Cs1 Cr1 N1 O1 F1,1.14
Be1 Si1 O2 F1,1.58
Zr1 Cu1 N2 O1,1.32
Fe1 Pb1 N1 O1 F1,0.74
Sr1 Hf1 N3,1.22
Ti1 As1 N3,1.6
Ba1 Zn1 N1 O2,0.98
Si1 Te1 O3,1.92
Li1 V1 N1 O2,1.88
Mn1 In1 N1 O1 F1,1.24
Zn1 Bi1 N1 O1 F1,1.34
Zr1 Ir1 N3,1.28
Y1 Au1 O3,1.56
In1 Ag1 N1 O1 F1,1.18
V1 Ni1 O2 F1,0.78
Ta1 Mo1 S1 O2,0.86
Si1 Ru1 S1 O2,1.48
Nb1 Zn1 O2 F1,0.38
Ta1 Os1 N2 O1,1.38
K1 Ag1 N1 O2,1.72
Sr1 Y1 N2 O1,1.68
Mn1 Bi1 N1 O2,1.46
Zn1 In1 N1 O2,1.58
Cr1 Cu1 O3,1.34
Ca1 Ru1 O2 F1,0.9
Ag1 Bi1 N1 O2,1.58
Sc1 Co1 N1 O2,1.78
Ti1 Pd1 N1 O2,0.88
Zr1 Re1 N2 O1,0.98
Cs1 Rb1 N1 O1 F1,2.54
Sc1 Bi1 O2 F1,0.54
Tl1 Te1 N1 O1 F1,0.88
Ta1 Nb1 N1 O2,0.82
In1 B1 N1 O2,2.32
Cs1 Cu1 O3,1.5
Ni1 Ge1 N3,1.4
Sc1 Hg1 S1 O2,1.94
Co1 Cu1 S1 O2,1.04
Li1 As1 N1 O1 F1,1.92
B1 Pb1 N3,2.12
Li1 Al1 S1 O2,1.32
Rb1 Si1 N1 O2,1.08
Cu1 Pd1 O2 F1,1.36
Mg1 B1 N3,3.78
Cs1 Sb1 N1 O1 F1,1.14
Si1 Ru1 O2 F1,1.94
Cd1 Fe1 O3,0.62
Ni1 Pd1 O3,1.52
Na1 La1 O3,0.98
Sn1 Au1 O3,1.36
K1 Zr1 O3,0.12
Mo1 Os1 O2 F1,1.72
Hg1 Pd1 N1 O2,2.5
Ge1 Os1 N1 O1 F1,1.78
K1 Pb1 N1 O1 F1,2.4
Ti1 Cr1 O3,0.1
Na1 Ca1 N3,2.84
Zr1 Ta1 N1 O1 F1,1.26
Cr1 Pd1 N3,1.66
Mn1 Be1 O3,0.88
Re1 Pd1 N1 O2,2.44
Re1 Cu1 S1 O2,2.12
Sc1 Fe1 N2 O1,1.1
Ba1 Mg1 N1 O1 F1,0.92
Sn1 W1 N2 O1,0.34
Ba1 Al1 O2 F1,0.16
Li1 Os1 N1 O2,0.86
Cr1 Sn1 N2 O1,1.04
Sr1 Fe1 N1 O1 F1,0.84
Hf1 W1 N3,0.78
Tl1 V1 N3,2.76
Bi1 Rh1 S1 O2,1.08
Sc1 Pd1 O2 F1,1.64
Rb1 Be1 O3,1.5
La1 Sc1 S1 O2,0.46
Cs1 Pd1 N3,2.5
Be1 Mo1 O3,0.86
Nb1 Ir1 N2 O1,1.28
Ni1 Bi1 S1 O2,1.08
Ca1 Y1 S1 O2,0.82
Y1 Cd1 S1 O2,1.52
Li1 Te1 O2 F1,1.42
B1 Rh1 N1 O2,1.6
Fe1 Os1 N1 O1 F1,1.8
Cs1 Ti1 O3,0.4
Ta1 Al1 S1 O2,0.9
K1 Mn1 O3,0.32
Te1 Pt1 N1 O2,1.9
Tl1 W1 N3,3.12
Sc1 Ge1 N2 O1,1
Sr1 Ge1 N1 O1 F1,0.74
Hf1 Nb1 N3,1.54
Hf1 Tl1 O3,0.44
Sc1 Ti1 S1 O2,0.52
Sr1 Ge1 O3,2.02
Ru1 W1 N1 O1 F1,1.1
Hf1 Au1 N3,1.74
La1 Ta1 S1 O2,0.66
Cu1 W1 N2 O1,0.48
Y1 Ag1 N3,1.98
Tl1 Ni1 N1 O1 F1,1.08
Ag1 Os1 N1 O1 F1,2.48
Be1 Au1 O2 F1,1.54
Ti1 Si1 O3,0.62
Cd1 Bi1 S1 O2,1.04
B1 As1 S1 O2,1.72
Co1 Ir1 N2 O1,1.82
Sc1 Al1 S1 O2,1.1
Mo1 As1 N2 O1,1.14
Zn1 Sb1 N1 O2,1.04
Rb1 B1 N1 O2,4.18
Ir1 Au1 O2 F1,2.34
K1 Nb1 N3,1.4
Cd1 Ru1 N3,1.42
Si1 Pd1 N3,1.94
Bi1 Os1 O3,2.24
Rb1 Sr1 N1 O1 F1,2.02
Ti1 Ir1 S1 O2,1.54
Zr1 Sc1 N1 O1 F1,0.94
Mg1 As1 N3,2.62
Cs1 In1 N1 O1 F1,1.4
Cr1 Ag1 N1 O1 F1,0.82
Zn1 As1 O2 F1,1.22
Sc1 Ag1 N2 O1,1.92
Sr1 Ag1 N1 O1 F1,1.56
Mn1 Cr1 N1 O1 F1,0.78
Tl1 Cr1 N2 O1,1.84
